validation_fold,fraction,seed,station_code,source_fold
fold5_north,0.5,1,NL00934,fold2_france
fold5_north,0.5,1,NL00938,fold2_france
fold5_north,0.5,1,NL01912,fold2_france
fold5_north,0.5,1,NL10248,fold2_france
fold5_north,0.5,1,PL0005R,fold8_poland
fold5_north,0.5,1,PL0039A,fold8_poland
fold5_north,0.5,1,PL0047A,fold8_poland
fold5_north,0.5,1,PL0048A,fold8_poland
fold5_north,0.5,1,PL0064A,fold8_poland
fold5_north,0.5,1,PL0077A,fold8_poland
fold5_north,0.5,1,PL0079A,fold8_poland
fold5_north,0.5,1,PL0091A,fold8_poland
fold5_north,0.5,1,PL0096A,fold8_poland
fold5_north,0.5,1,PL0134A,fold8_poland
fold5_north,0.5,1,PL0138A,fold8_poland
fold5_north,0.5,1,PL0150A,fold8_poland
fold5_north,0.5,1,PL0194A,fold8_poland
fold5_north,0.5,1,PL0197A,fold8_poland
fold5_north,0.5,1,PL0205A,fold8_poland
fold5_north,0.5,1,PL0209A,fold8_poland
fold5_north,0.5,1,PL0213A,fold8_poland
fold5_north,0.5,1,PL0245A,fold8_poland
fold5_north,0.5,1,PL0248A,fold8_poland
fold5_north,0.5,1,PL0249A,fold8_poland
fold5_north,0.5,1,PL0295A,fold8_poland
fold5_north,0.5,1,PL0308A,fold8_poland
fold5_north,0.5,1,PL0398A,fold8_poland
fold5_north,0.5,1,PL0413A,fold8_poland
fold5_north,0.5,1,PL0491A,fold8_poland
fold5_north,0.5,1,PL0493A,fold8_poland
fold5_north,0.5,1,PL0496A,fold8_poland
fold5_north,0.5,1,PL0497A,fold8_poland
fold5_north,0.5,1,PL0500A,fold8_poland
fold5_north,0.5,1,PL0502A,fold8_poland
fold5_north,0.5,1,PL0503A,fold8_poland
fold5_north,0.5,1,PL0504A,fold8_poland
fold5_north,0.5,1,PL0517A,fold8_poland
fold5_north,0.5,1,PL0518A,fold8_poland
fold5_north,0.5,1,PL0523A,fold8_poland
fold5_north,0.5,1,PL0534A,fold8_poland
fold5_north,0.5,1,PL0544A,fold8_poland
fold5_north,0.5,1,PL0552A,fold8_poland
fold5_north,0.5,1,PL0554A,fold8_poland
fold5_north,0.5,1,PL0565A,fold8_poland
fold5_north,0.5,1,PL0567A,fold8_poland
fold5_north,0.5,1,PL0585A,fold8_poland
fold5_north,0.5,1,PL0591A,fold8_poland
fold5_north,0.5,1,PL0594A,fold8_poland
fold5_north,0.5,1,PL0621A,fold8_poland
fold5_north,0.5,1,PL0647A,fold8_poland
fold5_north,0.5,1,PL0674A,fold8_poland
fold5_north,0.5,1,PL0677A,fold8_poland
fold5_north,0.5,1,PL0678A,fold8_poland
fold5_north,0.5,1,PL0682A,fold8_poland
fold5_north,0.5,1,PL0684A,fold8_poland
fold5_north,0.5,1,PL0702A,fold8_poland
fold5_north,0.5,1,PL0705A,fold8_poland
fold5_north,0.5,1,PL0706A,fold8_poland
fold5_north,0.5,1,PL0709A,fold8_poland
fold5_north,0.5,1,PL0712A,fold8_poland
fold5_north,0.5,1,PL0717A,fold8_poland
fold5_north,0.5,1,PL0739A,fold8_poland
fold5_north,0.5,1,PL0764A,fold8_poland
fold5_north,0.5,1,PL0767A,fold8_poland
fold5_north,0.5,1,PL0773A,fold8_poland
fold5_north,0.5,1,PL0783A,fold8_poland
fold5_north,0.5,1,PL0790A,fold8_poland
fold5_north,0.5,1,PL0800A,fold8_poland
fold5_north,0.5,1,PL0816A,fold8_poland
fold5_north,0.5,1,PL0825A,fold8_poland
fold5_north,0.5,1,PL0836A,fold8_poland
fold5_north,0.5,1,PL0849A,fold8_poland
fold5_north,0.5,1,PT02019,fold1_iberia
fold5_north,0.5,1,PT03071,fold1_iberia
fold5_north,0.5,1,PT03092,fold1_iberia
fold5_north,0.5,1,PT04001,fold1_iberia
fold5_north,0.5,1,PT04003,fold1_iberia
fold5_north,0.5,1,RO0070A,fold6_balkan_e
fold5_north,0.5,1,RO0071A,fold6_balkan_e
fold5_north,0.5,1,RO0074A,fold6_balkan_e
fold5_north,0.5,1,RO0084A,fold6_balkan_e
fold5_north,0.5,1,RO0087A,fold6_balkan_e
fold5_north,0.5,1,RO0092A,fold6_balkan_e
fold5_north,0.5,1,RO0112A,fold6_balkan_e
fold5_north,0.5,1,RO0159A,fold6_balkan_e
fold5_north,0.5,1,RO0176A,fold6_balkan_e
fold5_north,0.5,1,RO0211A,fold6_balkan_e
fold5_north,0.5,1,RO0222A,fold6_balkan_e
fold5_north,0.5,1,RO0226A,fold6_balkan_e
fold5_north,0.5,1,RO0227A,fold6_balkan_e
fold5_north,0.5,1,RO0230A,fold6_balkan_e
fold5_north,0.5,1,RO0234A,fold6_balkan_e
fold5_north,0.5,1,RO0235A,fold6_balkan_e
fold5_north,0.5,1,RO0236A,fold6_balkan_e
fold5_north,0.5,1,RO0237A,fold6_balkan_e
fold5_north,0.5,1,RO0239A,fold6_balkan_e
fold5_north,0.5,1,RO0243A,fold6_balkan_e
fold5_north,0.5,1,RO0245A,fold6_balkan_e
fold5_north,0.5,1,RO0246A,fold6_balkan_e
fold5_north,0.5,1,RO0251A,fold6_balkan_e
fold5_north,0.5,1,RO0253A,fold6_balkan_e
fold5_north,0.5,1,RO0258A,fold6_balkan_e
fold5_north,0.5,1,RO0262A,fold6_balkan_e
fold5_north,0.5,1,RO0263A,fold6_balkan_e
fold5_north,0.5,1,RS0028A,fold6_balkan_e
fold5_north,0.5,1,RS0030A,fold6_balkan_e
fold5_north,0.5,1,RS0032A,fold6_balkan_e
fold5_north,0.5,1,RS0052A,fold6_balkan_e
fold5_north,0.5,1,RS0055A,fold6_balkan_e
fold5_north,0.5,1,SI0001A,fold6_balkan_e
fold5_north,0.5,1,SI0003A,fold6_balkan_e
fold5_north,0.5,1,SI0008R,fold6_balkan_e
fold5_north,0.5,1,SI0033A,fold6_balkan_e
fold5_north,0.5,1,SI0036A,fold6_balkan_e
fold5_north,0.5,1,SI0037A,fold6_balkan_e
fold5_north,0.5,1,SI0061A,fold6_balkan_e
fold5_north,0.5,1,SI0073A,fold6_balkan_e
fold5_north,0.5,1,SI0074A,fold6_balkan_e
fold5_north,0.5,1,SI0075A,fold6_balkan_e
fold5_north,0.5,1,SI0077A,fold6_balkan_e
fold5_north,0.5,1,SK0002A,fold8_poland
fold5_north,0.5,1,SK0004R,fold8_poland
fold5_north,0.5,1,SK0007R,fold8_poland
fold5_north,0.5,1,SK0013A,fold8_poland
fold5_north,0.5,1,SK0018A,fold8_poland
fold5_north,0.5,1,SK0020A,fold8_poland
fold5_north,0.5,1,SK0022A,fold8_poland
fold5_north,0.5,1,SK0031A,fold8_poland
fold5_north,0.5,1,SK0047A,fold8_poland
fold5_north,0.5,1,SK0048A,fold8_poland
fold5_north,0.5,1,SK0061A,fold8_poland
fold5_north,0.5,1,SK0068A,fold8_poland
fold5_north,0.5,1,SK0069A,fold8_poland
fold5_north,0.5,1,SK0070A,fold8_poland
fold5_north,0.5,1,SK0071A,fold8_poland
fold5_north,0.5,1,SK0072A,fold8_poland
fold5_north,0.5,1,SK0073A,fold8_poland
fold5_north,0.5,1,SK0074A,fold8_poland
fold5_north,0.5,1,SK0075A,fold8_poland
fold5_north,0.5,1,SK0077A,fold8_poland
fold5_north,0.5,1,SK0264A,fold8_poland
fold5_north,0.5,1,SK0267A,fold8_poland
fold5_north,0.5,1,SK0268A,fold8_poland
fold5_north,0.5,1,TR0015A,fold7_balkan_s
fold5_north,0.5,1,TR0022A,fold7_balkan_s
fold5_north,0.5,1,TR0023A,fold7_balkan_s
fold5_north,0.5,1,TR0030A,fold7_balkan_s
fold5_north,0.5,1,TR0032A,fold7_balkan_s
fold5_north,0.5,1,TR0033A,fold7_balkan_s
fold5_north,0.5,1,TR0039A,fold7_balkan_s
fold5_north,0.5,1,TR0049A,fold7_balkan_s
fold5_north,0.5,1,TR0052A,fold7_balkan_s
fold5_north,0.5,1,TR0053A,fold7_balkan_s
fold5_north,0.5,1,TR0054A,fold7_balkan_s
fold5_north,0.5,1,TR0055A,fold7_balkan_s
fold5_north,0.5,1,TR0056A,fold7_balkan_s
fold5_north,0.5,1,TR0060A,fold7_balkan_s
fold5_north,0.5,1,TR0099A,fold7_balkan_s
fold5_north,0.5,1,TR061141,fold7_balkan_s
fold5_north,0.5,1,TR061421,fold7_balkan_s
fold5_north,0.5,1,TR061941,fold7_balkan_s
fold5_north,0.5,1,TR062131,fold7_balkan_s
fold5_north,0.5,1,TR110241,fold7_balkan_s
fold5_north,0.5,1,TR140213,fold7_balkan_s
fold5_north,0.5,1,TR140441,fold7_balkan_s
fold5_north,0.5,1,TR160512,fold7_balkan_s
fold5_north,0.5,1,TR170313,fold7_balkan_s
fold5_north,0.5,1,TR190321,fold7_balkan_s
fold5_north,0.5,1,TR220213,fold7_balkan_s
fold5_north,0.5,1,TR240231,fold7_balkan_s
fold5_north,0.5,1,TR260322,fold7_balkan_s
fold5_north,0.5,1,TR260441,fold7_balkan_s
fold5_north,0.5,1,TR340341,fold7_balkan_s
fold5_north,0.5,1,TR340611,fold7_balkan_s
fold5_north,0.5,1,TR340841,fold7_balkan_s
fold5_north,0.5,1,TR343041,fold7_balkan_s
fold5_north,0.5,1,TR343241,fold7_balkan_s
fold5_north,0.5,1,TR343741,fold7_balkan_s
fold5_north,0.5,1,TR411021,fold7_balkan_s
fold5_north,0.5,1,TR420831,fold7_balkan_s
fold5_north,0.5,1,TR421113,fold7_balkan_s
fold5_north,0.5,1,TR421341,fold7_balkan_s
fold5_north,0.5,1,TR430131,fold7_balkan_s
fold5_north,0.5,1,TR430241,fold7_balkan_s
fold5_north,0.5,1,TR520341,fold7_balkan_s
fold5_north,0.5,1,TR540331,fold7_balkan_s
fold5_north,0.5,1,TR580141,fold7_balkan_s
fold5_north,0.5,1,TR580231,fold7_balkan_s
fold5_north,0.5,1,TR600331,fold7_balkan_s
fold5_north,0.5,1,TR610431,fold7_balkan_s
fold5_north,0.5,1,TR670322,fold7_balkan_s
fold5_north,0.5,1,TR670831,fold7_balkan_s
fold5_north,0.5,1,TR770212,fold7_balkan_s
fold5_north,0.5,1,TR770313,fold7_balkan_s
fold5_north,0.5,1,TR780121,fold7_balkan_s
fold5_north,0.5,1,TR780521,fold7_balkan_s
fold5_north,0.5,1,XK0002A,fold6_balkan_e
fold5_north,0.5,1,XK0003A,fold6_balkan_e
fold5_north,0.5,1,XK0006A,fold6_balkan_e
fold5_north,0.5,1,XK0008A,fold6_balkan_e
fold5_north,0.5,1,XK0009A,fold6_balkan_e
fold5_north,0.5,1,XK0011A,fold6_balkan_e
fold5_north,0.5,2,AD0942A,fold1_iberia
fold5_north,0.5,2,AT0ENK1,fold4_alpine
fold5_north,0.5,2,AT0ILL1,fold4_alpine
fold5_north,0.5,2,AT0PIL1,fold4_alpine
fold5_north,0.5,2,AT30201,fold4_alpine
fold5_north,0.5,2,AT30599,fold4_alpine
fold5_north,0.5,2,AT31406,fold4_alpine
fold5_north,0.5,2,AT31413,fold4_alpine
fold5_north,0.5,2,AT31901,fold4_alpine
fold5_north,0.5,2,AT31902,fold4_alpine
fold5_north,0.5,2,AT31903,fold4_alpine
fold5_north,0.5,2,AT4S108,fold4_alpine
fold5_north,0.5,2,AT4S156,fold4_alpine
fold5_north,0.5,2,AT4S217,fold4_alpine
fold5_north,0.5,2,AT4S409,fold4_alpine
fold5_north,0.5,2,AT4S415,fold4_alpine
fold5_north,0.5,2,AT4S431,fold4_alpine
fold5_north,0.5,2,AT51201,fold4_alpine
fold5_north,0.5,2,AT52000,fold4_alpine
fold5_north,0.5,2,AT52300,fold4_alpine
fold5_north,0.5,2,AT55032,fold4_alpine
fold5_north,0.5,2,AT56072,fold4_alpine
fold5_north,0.5,2,AT60107,fold4_alpine
fold5_north,0.5,2,AT60164,fold4_alpine
fold5_north,0.5,2,AT60173,fold4_alpine
fold5_north,0.5,2,AT60176,fold4_alpine
fold5_north,0.5,2,AT60178,fold4_alpine
fold5_north,0.5,2,AT60197,fold4_alpine
fold5_north,0.5,2,AT72110,fold4_alpine
fold5_north,0.5,2,AT72519,fold4_alpine
fold5_north,0.5,2,AT72910,fold4_alpine
fold5_north,0.5,2,AT80706,fold4_alpine
fold5_north,0.5,2,AT80807,fold4_alpine
fold5_north,0.5,2,AT900KE,fold4_alpine
fold5_north,0.5,2,AT90FLO,fold4_alpine
fold5_north,0.5,2,AT90TAB,fold4_alpine
fold5_north,0.5,2,AT9KEND,fold4_alpine
fold5_north,0.5,2,AT9SCHA,fold4_alpine
fold5_north,0.5,2,AT9STAD,fold4_alpine
fold5_north,0.5,2,BA0029A,fold6_balkan_e
fold5_north,0.5,2,BA0032A,fold6_balkan_e
fold5_north,0.5,2,BA0045A,fold6_balkan_e
fold5_north,0.5,2,BA0058A,fold6_balkan_e
fold5_north,0.5,2,BA0061A,fold6_balkan_e
fold5_north,0.5,2,BA0062A,fold6_balkan_e
fold5_north,0.5,2,BELAL02,fold2_france
fold5_north,0.5,2,BELAL03,fold2_france
fold5_north,0.5,2,BELAL05,fold2_france
fold5_north,0.5,2,BELHB23,fold2_france
fold5_north,0.5,2,BELHH08,fold2_france
fold5_north,0.5,2,BELOB01,fold2_france
fold5_north,0.5,2,BELRL01,fold2_france
fold5_north,0.5,2,BETAL09,fold2_france
fold5_north,0.5,2,BETB011,fold2_france
fold5_north,0.5,2,BETDU07,fold2_france
fold5_north,0.5,2,BETM204,fold2_france
fold5_north,0.5,2,BETM802,fold2_france
fold5_north,0.5,2,BETMK02,fold2_france
fold5_north,0.5,2,BETN029,fold2_france
fold5_north,0.5,2,BETN043,fold2_france
fold5_north,0.5,2,BETN047,fold2_france
fold5_north,0.5,2,BETN054,fold2_france
fold5_north,0.5,2,BETN060,fold2_france
fold5_north,0.5,2,BETN067,fold2_france
fold5_north,0.5,2,BETN085,fold2_france
fold5_north,0.5,2,BETN100,fold2_france
fold5_north,0.5,2,BETR215,fold2_france
fold5_north,0.5,2,BETR222,fold2_france
fold5_north,0.5,2,BETR223,fold2_france
fold5_north,0.5,2,BETR237,fold2_france
fold5_north,0.5,2,BETR401,fold2_france
fold5_north,0.5,2,BETR502,fold2_france
fold5_north,0.5,2,BETR503,fold2_france
fold5_north,0.5,2,BETR510,fold2_france
fold5_north,0.5,2,BETR512,fold2_france
fold5_north,0.5,2,BETR702,fold2_france
fold5_north,0.5,2,BETR710,fold2_france
fold5_north,0.5,2,BETR740,fold2_france
fold5_north,0.5,2,BETR801,fold2_france
fold5_north,0.5,2,BETR802,fold2_france
fold5_north,0.5,2,BETR805,fold2_france
fold5_north,0.5,2,BETR817,fold2_france
fold5_north,0.5,2,BETR818,fold2_france
fold5_north,0.5,2,BETR823,fold2_france
fold5_north,0.5,2,BETR834,fold2_france
fold5_north,0.5,2,BETZD01,fold2_france
fold5_north,0.5,2,BETZD08,fold2_france
fold5_north,0.5,2,BG0020A,fold6_balkan_e
fold5_north,0.5,2,BG0039A,fold6_balkan_e
fold5_north,0.5,2,BG0046A,fold6_balkan_e
fold5_north,0.5,2,BG0050A,fold6_balkan_e
fold5_north,0.5,2,BG0051A,fold6_balkan_e
fold5_north,0.5,2,CH0002R,fold4_alpine
fold5_north,0.5,2,CH0005A,fold4_alpine
fold5_north,0.5,2,CH0008A,fold4_alpine
fold5_north,0.5,2,CH0010A,fold4_alpine
fold5_north,0.5,2,CH0011A,fold4_alpine
fold5_north,0.5,2,CH0031A,fold4_alpine
fold5_north,0.5,2,CZ0AHOL,fold8_poland
fold5_north,0.5,2,CZ0ALEG,fold8_poland
fold5_north,0.5,2,CZ0ARIE,fold8_poland
fold5_north,0.5,2,CZ0BBMA,fold8_poland
fold5_north,0.5,2,CZ0BBML,fold8_poland
fold5_north,0.5,2,CZ0BBOM,fold8_poland
fold5_north,0.5,2,CZ0BKUC,fold8_poland
fold5_north,0.5,2,CZ0BMIS,fold8_poland
fold5_north,0.5,2,CZ0BZNO,fold8_poland
fold5_north,0.5,2,CZ0CCBD,fold8_poland
fold5_north,0.5,2,CZ0JJIZ,fold8_poland
fold5_north,0.5,2,CZ0JKRI,fold8_poland
fold5_north,0.5,2,CZ0JZNZ,fold8_poland
fold5_north,0.5,2,CZ0KSOM,fold8_poland
fold5_north,0.5,2,CZ0LHVI,fold8_poland
fold5_north,0.5,2,CZ0LUHL,fold8_poland
fold5_north,0.5,2,CZ0MOLJ,fold8_poland
fold5_north,0.5,2,CZ0MOLS,fold8_poland
fold5_north,0.5,2,CZ0MPRR,fold8_poland
fold5_north,0.5,2,CZ0MVBY,fold8_poland
fold5_north,0.5,2,CZ0PPLA,fold8_poland
fold5_north,0.5,2,CZ0PPLL,fold8_poland
fold5_north,0.5,2,CZ0SKLM,fold8_poland
fold5_north,0.5,2,CZ0SMBO,fold8_poland
fold5_north,0.5,2,CZ0STCS,fold8_poland
fold5_north,0.5,2,CZ0TBRS,fold8_poland
fold5_north,0.5,2,CZ0TNSV,fold8_poland
fold5_north,0.5,2,CZ0TOCB,fold8_poland
fold5_north,0.5,2,CZ0TOHU,fold8_poland
fold5_north,0.5,2,CZ0TOMH,fold8_poland
fold5_north,0.5,2,CZ0TOPD,fold8_poland
fold5_north,0.5,2,CZ0TOPR,fold8_poland
fold5_north,0.5,2,CZ0TORO,fold8_poland
fold5_north,0.5,2,CZ0TOSG,fold8_poland
fold5_north,0.5,2,CZ0TRYC,fold8_poland
fold5_north,0.5,2,CZ0TTRK,fold8_poland
fold5_north,0.5,2,CZ0UDCM,fold8_poland
fold5_north,0.5,2,CZ0ULOM,fold8_poland
fold5_north,0.5,2,CZ0USTE,fold8_poland
fold5_north,0.5,2,CZ0UTPM,fold8_poland
fold5_north,0.5,2,CZ0UULK,fold8_poland
fold5_north,0.5,2,CZ0ZTNV,fold8_poland
fold5_north,0.5,2,CZ0ZZLN,fold8_poland
fold5_north,0.5,2,CZ0ZZZS,fold8_poland
fold5_north,0.5,2,DEBW009,fold4_alpine
fold5_north,0.5,2,DEBW013,fold4_alpine
fold5_north,0.5,2,DEBW019,fold4_alpine
fold5_north,0.5,2,DEBW022,fold4_alpine
fold5_north,0.5,2,DEBW031,fold4_alpine
fold5_north,0.5,2,DEBW038,fold4_alpine
fold5_north,0.5,2,DEBW039,fold4_alpine
fold5_north,0.5,2,DEBW042,fold4_alpine
fold5_north,0.5,2,DEBW046,fold4_alpine
fold5_north,0.5,2,DEBW073,fold4_alpine
fold5_north,0.5,2,DEBW099,fold4_alpine
fold5_north,0.5,2,DEBW107,fold4_alpine
fold5_north,0.5,2,DEBW112,fold4_alpine
fold5_north,0.5,2,DEBW122,fold4_alpine
fold5_north,0.5,2,DEBW136,fold4_alpine
fold5_north,0.5,2,DEBW147,fold4_alpine
fold5_north,0.5,2,DEBY001,fold4_alpine
fold5_north,0.5,2,DEBY002,fold4_alpine
fold5_north,0.5,2,DEBY009,fold4_alpine
fold5_north,0.5,2,DEBY035,fold4_alpine
fold5_north,0.5,2,DEBY052,fold4_alpine
fold5_north,0.5,2,DEBY053,fold4_alpine
fold5_north,0.5,2,DEBY067,fold4_alpine
fold5_north,0.5,2,DEBY088,fold4_alpine
fold5_north,0.5,2,DEBY089,fold4_alpine
fold5_north,0.5,2,DEBY099,fold4_alpine
fold5_north,0.5,2,DEBY109,fold4_alpine
fold5_north,0.5,2,DEHE005,fold4_alpine
fold5_north,0.5,2,DEHE011,fold4_alpine
fold5_north,0.5,2,DEHE013,fold4_alpine
fold5_north,0.5,2,DEHE018,fold4_alpine
fold5_north,0.5,2,DEHE024,fold4_alpine
fold5_north,0.5,2,DEHE030,fold4_alpine
fold5_north,0.5,2,DEHE032,fold4_alpine
fold5_north,0.5,2,DEHE037,fold4_alpine
fold5_north,0.5,2,DEHE040,fold4_alpine
fold5_north,0.5,2,DEHE049,fold4_alpine
fold5_north,0.5,2,DEHE050,fold4_alpine
fold5_north,0.5,2,DEHE052,fold4_alpine
fold5_north,0.5,2,DEHE060,fold4_alpine
fold5_north,0.5,2,DEHE062,fold4_alpine
fold5_north,0.5,2,DEHE063,fold4_alpine
fold5_north,0.5,2,DEHE112,fold4_alpine
fold5_north,0.5,2,DEHE135,fold4_alpine
fold5_north,0.5,2,DENW002,fold4_alpine
fold5_north,0.5,2,DENW006,fold4_alpine
fold5_north,0.5,2,DENW022,fold4_alpine
fold5_north,0.5,2,DENW034,fold4_alpine
fold5_north,0.5,2,DENW040,fold4_alpine
fold5_north,0.5,2,DENW058,fold4_alpine
fold5_north,0.5,2,DENW059,fold4_alpine
fold5_north,0.5,2,DENW065,fold4_alpine
fold5_north,0.5,2,DENW066,fold4_alpine
fold5_north,0.5,2,DENW068,fold4_alpine
fold5_north,0.5,2,DENW071,fold4_alpine
fold5_north,0.5,2,DENW074,fold4_alpine
fold5_north,0.5,2,DENW078,fold4_alpine
fold5_north,0.5,2,DENW082,fold4_alpine
fold5_north,0.5,2,DENW096,fold4_alpine
fold5_north,0.5,2,DENW136,fold4_alpine
fold5_north,0.5,2,DENW181,fold4_alpine
fold5_north,0.5,2,DENW182,fold4_alpine
fold5_north,0.5,2,DENW189,fold4_alpine
fold5_north,0.5,2,DENW208,fold4_alpine
fold5_north,0.5,2,DENW211,fold4_alpine
fold5_north,0.5,2,DENW212,fold4_alpine
fold5_north,0.5,2,DENW247,fold4_alpine
fold5_north,0.5,2,DENW260,fold4_alpine
fold5_north,0.5,2,DENW329,fold4_alpine
fold5_north,0.5,2,DENW338,fold4_alpine
fold5_north,0.5,2,DENW356,fold4_alpine
fold5_north,0.5,2,DENW405,fold4_alpine
fold5_north,0.5,2,DENW415,fold4_alpine
fold5_north,0.5,2,DENW430,fold4_alpine
fold5_north,0.5,2,DENW431,fold4_alpine
fold5_north,0.5,2,DERP009,fold4_alpine
fold5_north,0.5,2,DERP019,fold4_alpine
fold5_north,0.5,2,DERP020,fold4_alpine
fold5_north,0.5,2,DERP046,fold4_alpine
fold5_north,0.5,2,DERP047,fold4_alpine
fold5_north,0.5,2,DERP053,fold4_alpine
fold5_north,0.5,2,DEUB004,fold4_alpine
fold5_north,0.5,2,ES0006R,fold1_iberia
fold5_north,0.5,2,ES0011R,fold1_iberia
fold5_north,0.5,2,ES0014R,fold1_iberia
fold5_north,0.5,2,ES0094A,fold1_iberia
fold5_north,0.5,2,ES0110A,fold1_iberia
fold5_north,0.5,2,ES0126A,fold1_iberia
fold5_north,0.5,2,ES0201A,fold1_iberia
fold5_north,0.5,2,ES0339A,fold1_iberia
fold5_north,0.5,2,ES0805A,fold1_iberia
fold5_north,0.5,2,ES0880A,fold1_iberia
fold5_north,0.5,2,ES1037A,fold1_iberia
fold5_north,0.5,2,ES1044A,fold1_iberia
fold5_north,0.5,2,ES1161A,fold1_iberia
fold5_north,0.5,2,ES1185A,fold1_iberia
fold5_north,0.5,2,ES1193A,fold1_iberia
fold5_north,0.5,2,ES1239A,fold1_iberia
fold5_north,0.5,2,ES1244A,fold1_iberia
fold5_north,0.5,2,ES1248A,fold1_iberia
fold5_north,0.5,2,ES1262A,fold1_iberia
fold5_north,0.5,2,ES1272A,fold1_iberia
fold5_north,0.5,2,ES1353A,fold1_iberia
fold5_north,0.5,2,ES1386A,fold1_iberia
fold5_north,0.5,2,ES1421A,fold1_iberia
fold5_north,0.5,2,ES1432A,fold1_iberia
fold5_north,0.5,2,ES1438A,fold1_iberia
fold5_north,0.5,2,ES1440A,fold1_iberia
fold5_north,0.5,2,ES1443A,fold1_iberia
fold5_north,0.5,2,ES1472A,fold1_iberia
fold5_north,0.5,2,ES1491A,fold1_iberia
fold5_north,0.5,2,ES1494A,fold1_iberia
fold5_north,0.5,2,ES1502A,fold1_iberia
fold5_north,0.5,2,ES1525A,fold1_iberia
fold5_north,0.5,2,ES1530A,fold1_iberia
fold5_north,0.5,2,ES1543A,fold1_iberia
fold5_north,0.5,2,ES1544A,fold1_iberia
fold5_north,0.5,2,ES1572A,fold1_iberia
fold5_north,0.5,2,ES1598A,fold1_iberia
fold5_north,0.5,2,ES1601A,fold1_iberia
fold5_north,0.5,2,ES1602A,fold1_iberia
fold5_north,0.5,2,ES1616A,fold1_iberia
fold5_north,0.5,2,ES1673A,fold1_iberia
fold5_north,0.5,2,ES1685A,fold1_iberia
fold5_north,0.5,2,ES1687A,fold1_iberia
fold5_north,0.5,2,ES1697A,fold1_iberia
fold5_north,0.5,2,ES1799A,fold1_iberia
fold5_north,0.5,2,ES1802A,fold1_iberia
fold5_north,0.5,2,ES1811A,fold1_iberia
fold5_north,0.5,2,ES1818A,fold1_iberia
fold5_north,0.5,2,ES1828A,fold1_iberia
fold5_north,0.5,2,ES1838A,fold1_iberia
fold5_north,0.5,2,ES1851A,fold1_iberia
fold5_north,0.5,2,ES1856A,fold1_iberia
fold5_north,0.5,2,ES1857A,fold1_iberia
fold5_north,0.5,2,ES1869A,fold1_iberia
fold5_north,0.5,2,ES1891A,fold1_iberia
fold5_north,0.5,2,ES1905A,fold1_iberia
fold5_north,0.5,2,ES1907A,fold1_iberia
fold5_north,0.5,2,ES1911A,fold1_iberia
fold5_north,0.5,2,ES1916A,fold1_iberia
fold5_north,0.5,2,ES1922A,fold1_iberia
fold5_north,0.5,2,ES1937A,fold1_iberia
fold5_north,0.5,2,ES1943A,fold1_iberia
fold5_north,0.5,2,ES1944A,fold1_iberia
fold5_north,0.5,2,ES1974A,fold1_iberia
fold5_north,0.5,2,ES2005A,fold1_iberia
fold5_north,0.5,2,ES2010A,fold1_iberia
fold5_north,0.5,2,ES2014A,fold1_iberia
fold5_north,0.5,2,ES2018A,fold1_iberia
fold5_north,0.5,2,ES2028A,fold1_iberia
fold5_north,0.5,2,ES2041A,fold1_iberia
fold5_north,0.5,2,ES2054A,fold1_iberia
fold5_north,0.5,2,ES2061A,fold1_iberia
fold5_north,0.5,2,ES2070A,fold1_iberia
fold5_north,0.5,2,ES2093A,fold1_iberia
fold5_north,0.5,2,ES2095A,fold1_iberia
fold5_north,0.5,2,ES2101A,fold1_iberia
fold5_north,0.5,2,ES2118A,fold1_iberia
fold5_north,0.5,2,ES2119A,fold1_iberia
fold5_north,0.5,2,ES2120A,fold1_iberia
fold5_north,0.5,2,ES2121A,fold1_iberia
fold5_north,0.5,2,ES2127A,fold1_iberia
fold5_north,0.5,2,ES2132A,fold1_iberia
fold5_north,0.5,2,ES2135A,fold1_iberia
fold5_north,0.5,2,ES2137A,fold1_iberia
fold5_north,0.5,2,ES2138A,fold1_iberia
fold5_north,0.5,2,ES2146A,fold1_iberia
fold5_north,0.5,2,ES2159A,fold1_iberia
fold5_north,0.5,2,ES2163A,fold1_iberia
fold5_north,0.5,2,ES2176A,fold1_iberia
fold5_north,0.5,2,ES2182A,fold1_iberia
fold5_north,0.5,2,FR01011,fold2_france
fold5_north,0.5,2,FR01020,fold2_france
fold5_north,0.5,2,FR01065,fold2_france
fold5_north,0.5,2,FR02013,fold2_france
fold5_north,0.5,2,FR02022,fold2_france
fold5_north,0.5,2,FR02043,fold2_france
fold5_north,0.5,2,FR03027,fold2_france
fold5_north,0.5,2,FR03029,fold2_france
fold5_north,0.5,2,FR03071,fold2_france
fold5_north,0.5,2,FR03091,fold2_france
fold5_north,0.5,2,FR04031,fold2_france
fold5_north,0.5,2,FR04048,fold2_france
fold5_north,0.5,2,FR04055,fold2_france
fold5_north,0.5,2,FR04122,fold2_france
fold5_north,0.5,2,FR04180,fold2_france
fold5_north,0.5,2,FR04181,fold2_france
fold5_north,0.5,2,FR04328,fold2_france
fold5_north,0.5,2,FR04329,fold2_france
fold5_north,0.5,2,FR05087,fold2_france
fold5_north,0.5,2,FR06011,fold2_france
fold5_north,0.5,2,FR06133,fold2_france
fold5_north,0.5,2,FR07057,fold2_france
fold5_north,0.5,2,FR07058,fold2_france
fold5_north,0.5,2,FR07059,fold2_france
